Location,Country,Disease,Species,HealthMap Alert ID,Headline,URL,Issue Date,Alert Tag,SC,SD,CC,CD,RO,Feed Name,Lon,Lat,Place Categories
Senegal,Senegal,Ebola,Humans,2783742,WHO: Ebola Response Roadmap Update 16 September 2014,http://apps.who.int/iris/bitstream/10665/133546/1/roadmapupdate16sept14_eng.pdf?ua=1,9/16/14 7:47,Breaking,,,1,,,World Health Organization,-14.46765,14.36697,
Liberia,Liberia,Ebola,Humans,2783742,WHO: Ebola Response Roadmap Update 16 September 2014,http://apps.who.int/iris/bitstream/10665/133546/1/roadmapupdate16sept14_eng.pdf?ua=1,9/16/14 7:47,Breaking,2407,1296,,,,World Health Organization,-9.30791,6.44809,
Nigeria,Nigeria,Ebola,Humans,2783742,WHO: Ebola Response Roadmap Update 16 September 2014,http://apps.who.int/iris/bitstream/10665/133546/1/roadmapupdate16sept14_eng.pdf?ua=1,9/16/14 7:47,Breaking,21,8,,,,World Health Organization,8.10531,9.59396,
Liberia,Liberia,Ebola,Humans,2783614,Liberia: 300 Survive Ebola in Liberia - AllAfrica.com,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNF4pB8VHNbRsGXl6UV0o0zk1R_cNQ&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=b7saVODWLMetgAfE2IDQAg&url=http://allafrica.com/stories/201409180480.html,9/18/14 6:30,Warning,,,,,,Google News,-9.30791,6.44809,
Sierra Leone,Sierra Leone,Ebola,Humans,2783488,Sierra Leone to Observe Three-Day Lockdown as Ebola Crisis Deepens - iStreet Research,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHgQSx2MxGd8hx5s0AZ_DJzuULimA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778610893663&ei=U60aVLCQH8etgAfE2IDQAg&url=http://www.istreetresearch.com/sierra-leone-to-observe-three-day-lockdown-as-ebola-crisis-deepens/259870/,9/18/14 5:50,Warning,,,,,,Google News,-11.79192,8.56028,Quarantine
Liberia,Liberia,Ebola,Humans,2783483,'Ebola Is Not the Only Deadly Virus' - HIV Carriers - AllAfrica.com,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEi4RPNTemmj5cZRrVWegTFo_x_zg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778611760628&ei=Va0aVKnjIIbtgAe4rIHABA&url=http://allafrica.com/stories/201409180503.html,9/18/14 5:10,Warning,,,,,,Google News,-9.30791,6.44809,
Liberia,Liberia,Ebola,Humans,2783480,Ebola Strikes EPS - 57 Agents Quarantined - AllAfrica.com,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFZ8qCLekTsqejYX2xOHBvQoIrVuQ&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=Va0aVKnjIIbtgAe4rIHABA&url=http://allafrica.com/stories/201409180512.html,9/18/14 5:02,Warning,,,,,,Google News,-9.30791,6.44809,Quarantine
Nigeria,Nigeria,Ebola,Humans,2782678,School Resumption: Parents still worry about possible Ebola outbreak - Osun Defender,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHnoLnSBS0Z5G9QU_hU2yeEsnsnmQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778610893663&ei=0zwaVMjTBomkwAGV-IHICw&url=http://www.osundefender.org/?p%3D187114,9/17/14 20:03,Warning,,,,,,Google News,8.10531,9.59396,
Guinea,Guinea,Ebola,Humans,2782581,"U.S. troops dispatched to fight Ebola will find an epidemic out of control, UN says - News & Observer",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFMTHl6EI1LqJR3N6DzCoKxTBlhJQ&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=xS4aVKCZAqTDwQGeioHIDQ&url=http://www.newsobserver.com/2014/09/17/4156661/us-troops-dispatched-to-fight.html,9/17/14 20:57,Warning,936,595,,,,Google News,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,2782581,"U.S. troops dispatched to fight Ebola will find an epidemic out of control, UN says - News & Observer",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFMTHl6EI1LqJR3N6DzCoKxTBlhJQ&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=xS4aVKCZAqTDwQGeioHIDQ&url=http://www.newsobserver.com/2014/09/17/4156661/us-troops-dispatched-to-fight.html,9/17/14 20:57,Warning,1620,562,,,,Google News,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,2782581,"U.S. troops dispatched to fight Ebola will find an epidemic out of control, UN says - News & Observer",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFMTHl6EI1LqJR3N6DzCoKxTBlhJQ&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=xS4aVKCZAqTDwQGeioHIDQ&url=http://www.newsobserver.com/2014/09/17/4156661/us-troops-dispatched-to-fight.html,9/17/14 20:57,Warning,2407,1296,,,,Google News,-9.30791,6.44809,
Liberia,Liberia,Ebola,Humans,2781925,Liberia Ebola-related deaths at 1424 - Report - StarAfrica.com,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHmiUqXKxpo94eMeu0kD0BV0dTyTQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778610893663&ei=gOgZVIjxEaTDwQGeioHIDQ&url=http://en.starafrica.com/news/liberia-ebola-related-deaths-at-1424-report.html,9/17/14 15:33,Breaking,,1424,,,,Google News,-9.30791,6.44809,
Liberia,Liberia,Ebola,Humans,2781710,French doctor sick with Ebola in Liberia - Centre Daily Times,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFRzAVpf0uWU6lj_mBPCFzS4bPRxg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778610893663&ei=ZdoZVLDmLO6owQGauYHgBw&url=http://www.centredaily.com/2014/09/17/4358284/germany-to-provide-logistical.html?sp%3D/99/188/220/,9/17/14 14:39,Warning,,,,,,Google News,-9.30791,6.44809,Isolation; Healthcare facilities
Guinea,Guinea,Ebola,Humans,2781411,With the worst-ever outbreak of Ebola revealing woefully... - Mynextfone,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFMw-gy0BqXL1Nc3Df1jhPv9yEsLQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778610893663&ei=Qr4ZVMmCIaXVwQGF94HoBQ&url=http://www.mynextfone.co.uk/headlines/with-the-worstever-outbreak-of-ebola-revealing-woefully-h28200.html,9/17/14 11:59,Warning,,,,,,Google News,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,2781411,With the worst-ever outbreak of Ebola revealing woefully... - Mynextfone,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFMw-gy0BqXL1Nc3Df1jhPv9yEsLQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778610893663&ei=Qr4ZVMmCIaXVwQGF94HoBQ&url=http://www.mynextfone.co.uk/headlines/with-the-worstever-outbreak-of-ebola-revealing-woefully-h28200.html,9/17/14 11:59,Warning,,,,,,Google News,-11.79192,8.56028,
Senegal,Senegal,Ebola,Humans,2781411,With the worst-ever outbreak of Ebola revealing woefully... - Mynextfone,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFMw-gy0BqXL1Nc3Df1jhPv9yEsLQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778610893663&ei=Qr4ZVMmCIaXVwQGF94HoBQ&url=http://www.mynextfone.co.uk/headlines/with-the-worstever-outbreak-of-ebola-revealing-woefully-h28200.html,9/17/14 11:59,Warning,,,,,,Google News,-14.46765,14.36697,
Liberia,Liberia,Ebola,Humans,2781411,With the worst-ever outbreak of Ebola revealing woefully... - Mynextfone,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFMw-gy0BqXL1Nc3Df1jhPv9yEsLQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778610893663&ei=Qr4ZVMmCIaXVwQGF94HoBQ&url=http://www.mynextfone.co.uk/headlines/with-the-worstever-outbreak-of-ebola-revealing-woefully-h28200.html,9/17/14 11:59,Warning,,,,,,Google News,-9.30791,6.44809,
Nigeria,Nigeria,Ebola,Humans,2781411,With the worst-ever outbreak of Ebola revealing woefully... - Mynextfone,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFMw-gy0BqXL1Nc3Df1jhPv9yEsLQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778610893663&ei=Qr4ZVMmCIaXVwQGF94HoBQ&url=http://www.mynextfone.co.uk/headlines/with-the-worstever-outbreak-of-ebola-revealing-woefully-h28200.html,9/17/14 11:59,Warning,,,,,,Google News,8.10531,9.59396,
Liberia,Liberia,Ebola,Humans,2778880,Obama: Ebola epidemic 'spiralling out of control' - BBC News,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEWnm6NRFYL3p-GltKMujDt_875sg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778610893663&ei=FLMYVLCfGobawAG70ICwBQ&url=http://www.bbc.co.uk/news/world-us-canada-29230436,9/16/14 17:56,Breaking,,,,,,Google News,-9.30791,6.44809,
Liberia,Liberia,Ebola,Humans,2778877,Obama Ebola Statement: US Will Send Troops To Liberia To Combat 'Potential ... - International Business Times,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNERQsWpPaV8Chv-zACMCGXECt56jw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778610893663&ei=FrMYVJjZM-6owQGauYHgBw&url=http://www.ibtimes.com/obama-ebola-statement-us-will-send-troops-liberia-combat-potential-threat-global-security-1690123,9/16/14 17:07,Breaking,,,,,,Google News,-9.30791,6.44809,
Liberia,Liberia,Ebola,Humans,2778618,"Ebola: Discovery, ABC study outbreak - Orlando Sentinel",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEI3vgjN2Q5ZwmvMD6F8sCaNMrpfw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778609957674&ei=8ZYYVLnpOIztwAGrxID4Bw&url=http://www.orlandosentinel.com/entertainment/tv/tv-guy/os-ebola-discovery-abc-study-outbreak-20140916-post.html,9/16/14 15:55,Breaking,,,,,,Google News,-9.30791,6.44809,
Guinea,Guinea,Ebola,Humans,2778174,"Ebola cases near 5000, outbreak could cost $1 billion to contain - Outbreak News Today",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGxnGk2fuYD6hs3u7XU6B48h9Jrfg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778610893663&ei=wWwYVJGmN8jmwQHPzIH4DQ&url=http://outbreaknewstoday.com/ebola-cases-near-5000-outbreak-could-cost-1-billion-to-contain-37050/,9/16/14 12:28,Breaking,,,,,,Google News,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,2778174,"Ebola cases near 5000, outbreak could cost $1 billion to contain - Outbreak News Today",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGxnGk2fuYD6hs3u7XU6B48h9Jrfg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778610893663&ei=wWwYVJGmN8jmwQHPzIH4DQ&url=http://outbreaknewstoday.com/ebola-cases-near-5000-outbreak-could-cost-1-billion-to-contain-37050/,9/16/14 12:28,Breaking,,,,,,Google News,-11.79192,8.56028,
"Conakry, Conakry, Guinea",Guinea,Ebola,Humans,2777320,UPDATE 1-Liberia must wait weeks or months for new Ebola centres - WHO - Reuters Africa,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGtsQL0u9wUi0RvjRYDS-Zy-8kJlw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778607854080&ei=hDQYVNjZHobawAG70ICwBQ&url=http://af.reuters.com/article/commoditiesNews/idAFL6N0RH32X20140916,9/16/14 8:46,Breaking,,,,,,Google News,-13.67729,9.53795,
"Freetown, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,2777320,UPDATE 1-Liberia must wait weeks or months for new Ebola centres - WHO - Reuters Africa,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGtsQL0u9wUi0RvjRYDS-Zy-8kJlw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778607854080&ei=hDQYVNjZHobawAG70ICwBQ&url=http://af.reuters.com/article/commoditiesNews/idAFL6N0RH32X20140916,9/16/14 8:46,Breaking,,,,,,Google News,-13.22994,8.484,
Guinea,Guinea,Ebola,Humans,2777320,UPDATE 1-Liberia must wait weeks or months for new Ebola centres - WHO - Reuters Africa,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGtsQL0u9wUi0RvjRYDS-Zy-8kJlw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778607854080&ei=hDQYVNjZHobawAG70ICwBQ&url=http://af.reuters.com/article/commoditiesNews/idAFL6N0RH32X20140916,9/16/14 8:46,Breaking,936,,,,,Google News,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,2777320,UPDATE 1-Liberia must wait weeks or months for new Ebola centres - WHO - Reuters Africa,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGtsQL0u9wUi0RvjRYDS-Zy-8kJlw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778607854080&ei=hDQYVNjZHobawAG70ICwBQ&url=http://af.reuters.com/article/commoditiesNews/idAFL6N0RH32X20140916,9/16/14 8:46,Breaking,1602,,,,,Google News,-11.79192,8.56028,
Senegal,Senegal,Ebola,Humans,2777320,UPDATE 1-Liberia must wait weeks or months for new Ebola centres - WHO - Reuters Africa,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGtsQL0u9wUi0RvjRYDS-Zy-8kJlw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778607854080&ei=hDQYVNjZHobawAG70ICwBQ&url=http://af.reuters.com/article/commoditiesNews/idAFL6N0RH32X20140916,9/16/14 8:46,Breaking,,,,,,Google News,-14.46765,14.36697,
Liberia,Liberia,Ebola,Humans,2777320,UPDATE 1-Liberia must wait weeks or months for new Ebola centres - WHO - Reuters Africa,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGtsQL0u9wUi0RvjRYDS-Zy-8kJlw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778607854080&ei=hDQYVNjZHobawAG70ICwBQ&url=http://af.reuters.com/article/commoditiesNews/idAFL6N0RH32X20140916,9/16/14 8:46,Breaking,2407,,,,,Google News,-9.30791,6.44809,
Nigeria,Nigeria,Ebola,Humans,2777320,UPDATE 1-Liberia must wait weeks or months for new Ebola centres - WHO - Reuters Africa,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGtsQL0u9wUi0RvjRYDS-Zy-8kJlw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778607854080&ei=hDQYVNjZHobawAG70ICwBQ&url=http://af.reuters.com/article/commoditiesNews/idAFL6N0RH32X20140916,9/16/14 8:46,Breaking,,,,,,Google News,8.10531,9.59396,
"Conakry, Conakry, Guinea",Guinea,Ebola,Humans,2777137,WHO OFFICIAL SAYS HOPES TO RID SENEGAL AND NIGERIA OF EBOLA IN ... - Reuters Africa,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNE31oKVqAswxDkvp9Rt2cPukJEM6A&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=ciYYVPiWFYXegAep4oC4Dg&url=http://af.reuters.com/article/liberiaNews/idAFL6N0RH2T320140916,9/16/14 7:51,Warning,,,,,,Google News,-13.67729,9.53795,
"Freetown, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,2777137,WHO OFFICIAL SAYS HOPES TO RID SENEGAL AND NIGERIA OF EBOLA IN ... - Reuters Africa,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNE31oKVqAswxDkvp9Rt2cPukJEM6A&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=ciYYVPiWFYXegAep4oC4Dg&url=http://af.reuters.com/article/liberiaNews/idAFL6N0RH2T320140916,9/16/14 7:51,Warning,,,,,,Google News,-13.22994,8.484,
Senegal,Senegal,Ebola,Humans,2777137,WHO OFFICIAL SAYS HOPES TO RID SENEGAL AND NIGERIA OF EBOLA IN ... - Reuters Africa,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNE31oKVqAswxDkvp9Rt2cPukJEM6A&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=ciYYVPiWFYXegAep4oC4Dg&url=http://af.reuters.com/article/liberiaNews/idAFL6N0RH2T320140916,9/16/14 7:51,Warning,,,,,,Google News,-14.46765,14.36697,
Nigeria,Nigeria,Ebola,Humans,2777137,WHO OFFICIAL SAYS HOPES TO RID SENEGAL AND NIGERIA OF EBOLA IN ... - Reuters Africa,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNE31oKVqAswxDkvp9Rt2cPukJEM6A&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=ciYYVPiWFYXegAep4oC4Dg&url=http://af.reuters.com/article/liberiaNews/idAFL6N0RH2T320140916,9/16/14 7:51,Warning,,,,,,Google News,8.10531,9.59396,
Guinea,Guinea,Ebola,Humans,2777041,Ebola outbreak by the numbers - CBC.ca,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEwDZ5NJWfcv53AM4IzHqeRaSivxw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778607854080&ei=aBgYVID5K4qTgge0qIFI&url=http://www.cbc.ca/news/health/ebola-outbreak-by-the-numbers-1.2767239,9/16/14 6:55,Breaking,,,,,,Google News,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,2777041,Ebola outbreak by the numbers - CBC.ca,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEwDZ5NJWfcv53AM4IzHqeRaSivxw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778607854080&ei=aBgYVID5K4qTgge0qIFI&url=http://www.cbc.ca/news/health/ebola-outbreak-by-the-numbers-1.2767239,9/16/14 6:55,Breaking,,,,,,Google News,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,2777041,Ebola outbreak by the numbers - CBC.ca,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEwDZ5NJWfcv53AM4IzHqeRaSivxw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778607854080&ei=aBgYVID5K4qTgge0qIFI&url=http://www.cbc.ca/news/health/ebola-outbreak-by-the-numbers-1.2767239,9/16/14 6:55,Breaking,,,,,,Google News,-9.30791,6.44809,
Nigeria,Nigeria,Ebola,Humans,2777041,Ebola outbreak by the numbers - CBC.ca,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEwDZ5NJWfcv53AM4IzHqeRaSivxw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778607854080&ei=aBgYVID5K4qTgge0qIFI&url=http://www.cbc.ca/news/health/ebola-outbreak-by-the-numbers-1.2767239,9/16/14 6:55,Breaking,,,,,,Google News,8.10531,9.59396,
Guinea,Guinea,Ebola,Humans,2776891,Liberia: To Tackle Ebola - 10000 Local Health Workers Needed - WHO - AllAfrica.com,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHzIm45SsbVTe7rYjTazrmLmf-i2w&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778607854080&ei=UgoYVNm-J4qTgge0qIFI&url=http://allafrica.com/stories/201409160598.html,9/16/14 5:32,Warning,,,,,,Google News,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,2776891,Liberia: To Tackle Ebola - 10000 Local Health Workers Needed - WHO - AllAfrica.com,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHzIm45SsbVTe7rYjTazrmLmf-i2w&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778607854080&ei=UgoYVNm-J4qTgge0qIFI&url=http://allafrica.com/stories/201409160598.html,9/16/14 5:32,Warning,,,,,,Google News,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,2776891,Liberia: To Tackle Ebola - 10000 Local Health Workers Needed - WHO - AllAfrica.com,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHzIm45SsbVTe7rYjTazrmLmf-i2w&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778607854080&ei=UgoYVNm-J4qTgge0qIFI&url=http://allafrica.com/stories/201409160598.html,9/16/14 5:32,Warning,,,,,,Google News,-9.30791,6.44809,
Liberia,Liberia,Ebola,Humans,2776779,Thousands Of West African Children Now Orphans - spyghana.com,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNH5LNk6SFMq0-vWdyk5HZcriW6Whw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778607854080&ei=PfwXVKngIcGOggeKjYGoCw&url=http://www.spyghana.com/thousands-of-west-african-children-now-orphans/,9/16/14 2:55,Breaking,,,,,,Google News,-9.30791,6.44809,
"Bong County, Liberia",Liberia,Ebola,Humans,2776544,500 Ebola Suspects in Bong County - AllAfrica.com,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEDjsieL1vH704SD_qOqwFI1Z1URQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778609961287&ei=ENIXVJnfMcOWgAfxqICYBw&url=http://allafrica.com/stories/201409160145.html,9/16/14 1:04,Warning,,,,,,Google News,-9.666667,7,
Liberia,Liberia,Ebola,Humans,2776544,500 Ebola Suspects in Bong County - AllAfrica.com,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEDjsieL1vH704SD_qOqwFI1Z1URQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778609961287&ei=ENIXVJnfMcOWgAfxqICYBw&url=http://allafrica.com/stories/201409160145.html,9/16/14 1:04,Warning,,,,,,Google News,-9.30791,6.44809,
Guinea,Guinea,Ebola,Humans,2775536,Fight Against Ebola Outbreak Is 4 Months Behind Where It Should Be: Aid Expert - Huffington Post,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHmJ-PrUK-4ltjFrR_y7o8op2AxjA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778607854080&ei=cUUXVKmcDobawAG70ICwBQ&url=http://www.huffingtonpost.com/2014/09/15/ebola-aid-relief-struggling_n_5823328.html,9/15/14 13:48,Warning,,,,,,Google News,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,2775536,Fight Against Ebola Outbreak Is 4 Months Behind Where It Should Be: Aid Expert - Huffington Post,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHmJ-PrUK-4ltjFrR_y7o8op2AxjA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778607854080&ei=cUUXVKmcDobawAG70ICwBQ&url=http://www.huffingtonpost.com/2014/09/15/ebola-aid-relief-struggling_n_5823328.html,9/15/14 13:48,Warning,,,,,,Google News,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,2775536,Fight Against Ebola Outbreak Is 4 Months Behind Where It Should Be: Aid Expert - Huffington Post,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHmJ-PrUK-4ltjFrR_y7o8op2AxjA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778607854080&ei=cUUXVKmcDobawAG70ICwBQ&url=http://www.huffingtonpost.com/2014/09/15/ebola-aid-relief-struggling_n_5823328.html,9/15/14 13:48,Warning,,,,,,Google News,-9.30791,6.44809,
Nigeria,Nigeria,Ebola,Humans,2775536,Fight Against Ebola Outbreak Is 4 Months Behind Where It Should Be: Aid Expert - Huffington Post,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHmJ-PrUK-4ltjFrR_y7o8op2AxjA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778607854080&ei=cUUXVKmcDobawAG70ICwBQ&url=http://www.huffingtonpost.com/2014/09/15/ebola-aid-relief-struggling_n_5823328.html,9/15/14 13:48,Warning,,,,,,Google News,8.10531,9.59396,
"Monrovia, Montserrado, Liberia",Liberia,Ebola,Humans,2775400,"Liberia Clinics At Capacity, Only Available To Sickest Ebola Patients - AFKInsider",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNE0z2Rr4UnBB7DuQ6dCfmUxofN_mQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778609957674&ei=ZTcXVMj8Ior0wAGdoYGIAg&url=http://afkinsider.com/72364/liberia-clinics-at-capacity-available-to-sickest-ebola-patients/,9/15/14 14:08,Warning,,,,,,Google News,-10.804722,6.310556,
Liberia,Liberia,Ebola,Humans,2775400,"Liberia Clinics At Capacity, Only Available To Sickest Ebola Patients - AFKInsider",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNE0z2Rr4UnBB7DuQ6dCfmUxofN_mQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778609957674&ei=ZTcXVMj8Ior0wAGdoYGIAg&url=http://afkinsider.com/72364/liberia-clinics-at-capacity-available-to-sickest-ebola-patients/,9/15/14 14:08,Warning,,,,,,Google News,-9.30791,6.44809,
Guinea,Guinea,Ebola,Humans,2773035,Doctors Without Borders' Joanne Liu: Ebola requires mobilization NOW - Capital Times,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFIwA1qyLB6sm-o1Pv0gw5MOmfFBA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778607854080&ei=sLsVVPCrAYj9gQf2xIGgDw&url=http://host.madison.com/ct/news/opinion/column/doctors-without-borders-joanne-liu-ebola-requires-mobilization-now/article_9a50472f-a97a-5f10-88e2-b0e37f5e638e.html,9/14/14 11:36,Breaking,,,,,,Google News,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,2773035,Doctors Without Borders' Joanne Liu: Ebola requires mobilization NOW - Capital Times,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFIwA1qyLB6sm-o1Pv0gw5MOmfFBA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778607854080&ei=sLsVVPCrAYj9gQf2xIGgDw&url=http://host.madison.com/ct/news/opinion/column/doctors-without-borders-joanne-liu-ebola-requires-mobilization-now/article_9a50472f-a97a-5f10-88e2-b0e37f5e638e.html,9/14/14 11:36,Breaking,,,,,,Google News,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,2773035,Doctors Without Borders' Joanne Liu: Ebola requires mobilization NOW - Capital Times,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFIwA1qyLB6sm-o1Pv0gw5MOmfFBA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778607854080&ei=sLsVVPCrAYj9gQf2xIGgDw&url=http://host.madison.com/ct/news/opinion/column/doctors-without-borders-joanne-liu-ebola-requires-mobilization-now/article_9a50472f-a97a-5f10-88e2-b0e37f5e638e.html,9/14/14 11:36,Breaking,,,,,,Google News,-9.30791,6.44809,
